plant,market,cost
1,1,6.25
1,2,2.94
1,3,2.17
1,4,6.25
1,5,2.63
1,6,6.25
1,7,3.33
1,8,2.94
1,9,5
1,10,2.63
1,11,2
1,12,2
1,13,2.78
1,14,8.33
1,15,2.94
1,16,2.38
1,17,3.13
1,18,5.56
1,19,5.56
1,20,2.17
1,21,2.5
1,22,2.94
1,23,5.56
1,24,8.33
1,25,3.57
1,26,3.13
1,27,2
1,28,2.94
1,29,6.25
1,30,4.17
1,31,10
1,32,2.27
1,33,5.56
1,34,3.85
1,35,2.17
1,36,6.25
1,37,2
1,38,8.33
1,39,7.14
1,40,4.17
1,41,2.08
1,42,4.55
1,43,2.5
1,44,3.57
1,45,5.56
1,46,2.78
1,47,2.27
1,48,5.56
1,49,4.55
1,50,2.17
1,51,2.27
1,52,6.25
1,53,3.33
1,54,4.17
1,55,5
1,56,3.33
1,57,3.13
1,58,5
1,59,3.85
1,60,2.5
1,61,4.55
1,62,2.94
1,63,4.17
1,64,2.38
1,65,7.14
1,66,2.08
1,67,2.17
1,68,2.27
1,69,2
1,70,2.5
1,71,6.25
1,72,3.33
1,73,4.17
1,74,2.17
1,75,4.55
1,76,3.13
1,77,6.25
1,78,4.55
1,79,5
1,80,2.63
1,81,2.63
1,82,2.63
1,83,2.08
1,84,8.33
1,85,10
1,86,3.85
1,87,4.17
1,88,2.94
1,89,3.13
1,90,3.13
1,91,3.57
1,92,2.38
1,93,2
1,94,2.5
1,95,4.55
1,96,2.27
1,97,3.85
1,98,2.94
1,99,5.56
1,100,10
1,101,3.13
1,102,3.33
1,103,8.33
1,104,5
1,105,2.5
1,106,3.33
1,107,2.94
1,108,4.55
1,109,5
1,110,2.17
1,111,6.25
1,112,3.13
1,113,2.5
1,114,3.57
1,115,2.08
1,116,5.56
1,117,2.08
1,118,4.55
1,119,2.94
1,120,3.33
1,121,2
1,122,10
1,123,2.5
1,124,2.08
1,125,2.38
1,126,4.17
1,127,5
1,128,8.33
1,129,4.17
1,130,2
1,131,2.17
1,132,2.63
1,133,3.57
1,134,2.63
1,135,3.33
1,136,2.94
1,137,2.78
1,138,10
1,139,2.38
1,140,5.56
1,141,3.13
1,142,6.25
1,143,2.08
1,144,4.17
1,145,6.25
1,146,5
1,147,2.27
1,148,2
1,149,6.25
1,150,2.63
1,151,2.63
1,152,2.27
1,153,3.33
1,154,5.56
1,155,4.55
1,156,2.27
1,157,3.85
1,158,7.14
1,159,2.38
1,160,5
1,161,10
1,162,3.33
1,163,2
1,164,5.56
1,165,3.13
1,166,2.78
1,167,2.38
1,168,5.56
1,169,2.08
1,170,5.56
1,171,2.5
1,172,4.55
1,173,4.55
1,174,3.85
1,175,4.55
1,176,2.5
1,177,5
1,178,2.08
1,179,2.5
1,180,2.17
1,181,5
1,182,10
1,183,2.94
1,184,3.85
1,185,4.55
1,186,3.13
1,187,2.08
1,188,2.17
1,189,6.25
1,190,8.33
1,191,2.63
1,192,2.08
1,193,3.33
1,194,2.17
1,195,10
1,196,4.55
1,197,2.5
1,198,4.17
1,199,6.25
1,200,2.94
1,201,2.27
1,202,3.85
1,203,2.08
1,204,6.25
1,205,2.17
1,206,3.85
1,207,4.55
1,208,3.13
1,209,6.25
1,210,4.55
1,211,2.38
1,212,3.33
1,213,3.13
1,214,3.57
1,215,2.63
1,216,2.08
1,217,3.33
1,218,2.94
1,219,8.33
1,220,3.85
1,221,2.94
1,222,2
1,223,3.33
1,224,5.56
1,225,3.57
1,226,2.5
1,227,2.27
1,228,2.17
1,229,2.38
1,230,7.14
1,231,7.14
1,232,2.38
1,233,10
1,234,2.94
1,235,10
1,236,3.33
1,237,3.57
1,238,7.14
1,239,7.14
1,240,2.5
1,241,5.56
1,242,2.08
1,243,3.33
1,244,3.57
1,245,3.57
1,246,2.63
1,247,2.17
1,248,7.14
1,249,5
1,250,8.33
1,251,4.17
1,252,8.33
1,253,4.17
1,254,2.78
1,255,2.94
1,256,3.57
1,257,5.56
1,258,2
1,259,2.5
1,260,2.38
1,261,7.14
1,262,3.13
1,263,3.33
1,264,3.13
1,265,5
1,266,4.17
1,267,7.14
1,268,2.27
1,269,5.56
1,270,3.85
1,271,5.56
1,272,2.08
1,273,2.5
1,274,2.78
1,275,8.33
1,276,6.25
1,277,10
1,278,2.08
1,279,7.14
1,280,3.13
1,281,8.33
1,282,3.33
1,283,4.55
1,284,2.27
1,285,2.78
1,286,8.33
1,287,4.17
1,288,5
1,289,3.33
1,290,4.55
1,291,6.25
1,292,2.63
1,293,2.17
1,294,2.27
1,295,2
1,296,2.63
1,297,6.25
1,298,2.08
1,299,10
1,300,3.57
1,301,2.08
1,302,2.5
1,303,3.13
1,304,3.33
1,305,3.57
1,306,8.33
1,307,2.78
1,308,4.17
1,309,2.38
1,310,2.17
1,311,2.63
1,312,3.57
1,313,3.33
1,314,8.33
1,315,2.08
1,316,2.08
1,317,2.63
1,318,2.63
1,319,2.94
1,320,2.38
1,321,8.33
1,322,2.08
1,323,2.08
1,324,2.38
1,325,2.5
1,326,2.27
1,327,2.94
1,328,2
1,329,3.85
1,330,5
1,331,7.14
1,332,7.14
1,333,4.17
1,334,2.08
1,335,2
1,336,3.85
1,337,4.17
1,338,7.14
1,339,3.85
1,340,2.08
1,341,3.33
1,342,3.57
1,343,3.13
1,344,10
1,345,4.55
1,346,3.33
1,347,6.25
1,348,2.38
1,349,7.14
1,350,4.55
1,351,2.08
1,352,6.25
1,353,2.94
1,354,2.08
1,355,4.55
1,356,2.38
1,357,2
1,358,3.85
1,359,2.94
1,360,4.17
1,361,2.5
1,362,4.17
1,363,2
1,364,2.5
1,365,6.25
1,366,4.17
1,367,8.33
1,368,2.94
1,369,2.94
1,370,2.08
1,371,3.85
1,372,2.08
1,373,4.17
1,374,5
1,375,3.57
1,376,5
1,377,4.55
1,378,6.25
1,379,3.13
1,380,2.78
1,381,2.38
1,382,2.78
1,383,5.56
1,384,3.13
1,385,2.94
1,386,4.17
1,387,3.85
1,388,2.78
1,389,4.55
1,390,7.14
1,391,2.08
1,392,3.85
1,393,5.56
1,394,2.08
1,395,2.63
1,396,3.57
1,397,3.57
1,398,7.14
1,399,2.63
1,400,2.5
1,401,2.94
1,402,5.56
1,403,5.56
1,404,2.94
1,405,3.85
1,406,4.55
1,407,3.13
1,408,3.13
1,409,2.78
1,410,3.85
1,411,4.55
1,412,5.56
1,413,2.63
1,414,2.94
1,415,4.17
1,416,4.55
1,417,5
1,418,7.14
1,419,2.94
1,420,2.08
1,421,2.38
1,422,3.85
1,423,2.38
1,424,2.94
1,425,4.17
1,426,2.17
1,427,2.08
1,428,5
1,429,2.94
1,430,7.14
1,431,3.85
1,432,2
1,433,2.63
1,434,7.14
1,435,2
1,436,5.56
1,437,2.27
1,438,7.14
1,439,2.27
1,440,4.55
1,441,4.55
1,442,4.17
1,443,3.13
1,444,4.55
1,445,2.27
1,446,2.94
1,447,2.5
1,448,3.33
1,449,2.08
1,450,2.78
1,451,2.5
1,452,3.85
1,453,3.33
1,454,2.27
1,455,3.57
1,456,2.27
1,457,2.63
1,458,2.94
1,459,3.33
1,460,5.56
1,461,5.56
1,462,3.13
1,463,3.33
1,464,3.85
1,465,6.25
1,466,2.5
1,467,2
1,468,2.17
1,469,6.25
1,470,2.94
1,471,3.33
1,472,2.08
1,473,2.08
1,474,2
1,475,4.55
1,476,2.63
1,477,3.85
1,478,4.55
1,479,2.5
1,480,6.25
1,481,4.17
1,482,7.14
1,483,3.57
1,484,2.17
1,485,2.5
1,486,2.5
1,487,3.33
1,488,2.08
1,489,5
1,490,3.57
1,491,10
1,492,5
1,493,3.33
1,494,2.78
1,495,3.33
1,496,4.55
1,497,7.14
1,498,2.94
1,499,2.5
1,500,2.38
2,1,2.78
2,2,2.08
2,3,6.25
2,4,4.17
2,5,10
2,6,2.17
2,7,4.55
2,8,2.63
2,9,2.08
2,10,6.25
2,11,7.14
2,12,2.63
2,13,3.13
2,14,5.56
2,15,4.17
2,16,2.08
2,17,2.63
2,18,6.25
2,19,10
2,20,6.25
2,21,2.08
2,22,7.14
2,23,2.63
2,24,4.55
2,25,8.33
2,26,5
2,27,2.78
2,28,3.57
2,29,2.94
2,30,2.38
2,31,2.38
2,32,5
2,33,2.5
2,34,2.94
2,35,10
2,36,3.57
2,37,3.33
2,38,3.33
2,39,4.17
2,40,2.78
2,41,4.55
2,42,6.25
2,43,2
2,44,3.57
2,45,10
2,46,2.17
2,47,2
2,48,2.17
2,49,6.25
2,50,5.56
2,51,3.85
