plant,market,cost
1,1,5.56
1,2,4.55
1,3,4.55
1,4,2.78
1,5,8.33
1,6,3.33
1,7,5.56
1,8,2.5
1,9,2.5
1,10,2.17
1,11,4.55
1,12,5
1,13,6.25
1,14,8.33
1,15,2.17
1,16,3.85
1,17,2.63
1,18,6.25
1,19,6.25
1,20,3.13
1,21,10
1,22,4.17
1,23,2.17
1,24,3.57
1,25,5
1,26,2.08
1,27,4.17
1,28,2.78
1,29,2.17
1,30,7.14
1,31,7.14
1,32,3.57
1,33,2.38
1,34,2.63
1,35,3.57
1,36,2.94
1,37,2.5
1,38,2.63
1,39,4.55
1,40,8.33
1,41,4.17
1,42,2.38
1,43,5
1,44,4.17
1,45,2.38
1,46,3.57
1,47,2.63
1,48,2.78
1,49,5.56
1,50,2.38
1,51,2.38
1,52,2.78
1,53,2.17
1,54,2
1,55,3.85
1,56,3.33
1,57,4.55
1,58,3.57
1,59,3.33
1,60,2.94
1,61,2.78
1,62,10
1,63,4.55
1,64,3.85
1,65,2.5
1,66,2.5
1,67,2
1,68,7.14
1,69,3.13
1,70,5
1,71,3.57
1,72,8.33
1,73,3.13
1,74,2.94
1,75,8.33
1,76,2.38
1,77,6.25
1,78,2.94
1,79,3.33
1,80,3.85
1,81,4.55
1,82,3.85
1,83,2.38
1,84,2.94
1,85,3.13
1,86,2.78
1,87,2
1,88,2
1,89,2.08
1,90,3.57
1,91,4.17
1,92,3.85
1,93,10
1,94,8.33
1,95,2.17
1,96,2.78
1,97,2.63
1,98,3.33
1,99,2.94
1,100,2
2,1,8.33
2,2,4.17
2,3,10
2,4,3.33
2,5,4.55
2,6,2.08
2,7,2.17
2,8,2.78
2,9,3.33
2,10,2.94
2,11,2.27
2,12,4.17
2,13,6.25
2,14,3.57
2,15,6.25
2,16,8.33
2,17,3.57
2,18,3.85
2,19,2.5
2,20,4.55
2,21,2.38
2,22,2.38
2,23,3.33
2,24,2
2,25,2.27
2,26,7.14
2,27,6.25
2,28,2.27
2,29,3.85
2,30,3.57
2,31,4.17
2,32,2.08
2,33,2.17
2,34,2.27
2,35,2.38
2,36,2.5
2,37,2.94
2,38,5
2,39,2.17
2,40,2.94
2,41,2.17
2,42,2.17
2,43,6.25
2,44,2.17
2,45,6.25
2,46,3.33
2,47,4.55
2,48,6.25
2,49,2.78
2,50,2.5
2,51,3.13
2,52,10
2,53,3.85
2,54,3.85
2,55,7.14
2,56,2.78
2,57,2.38
2,58,2.63
2,59,2.5
2,60,2.17
2,61,2
2,62,2.27
2,63,7.14
2,64,3.13
2,65,2.08
2,66,2.08
2,67,2.17
2,68,2.78
2,69,2.5
2,70,2.63
2,71,6.25
2,72,2.27
2,73,5
2,74,7.14
2,75,5.56
2,76,2.27
2,77,3.33
2,78,5
2,79,2.38
2,80,7.14
2,81,2.17
2,82,2.38
2,83,2.38
2,84,5.56
2,85,4.55
2,86,2.08
2,87,4.55
2,88,2.63
2,89,2.63
2,90,5.56
2,91,2.5
2,92,3.57
2,93,3.57
2,94,4.55
2,95,5.56
2,96,10
2,97,3.85
2,98,7.14
2,99,4.55
2,100,2.5
3,1,2
3,2,6.25
3,3,3.57
3,4,3.33
3,5,3.33
3,6,6.25
3,7,2.38
3,8,5
3,9,2.08
3,10,5
3,11,8.33
3,12,2.27
3,13,3.85
3,14,2.63
3,15,2
3,16,2.63
3,17,2
3,18,2
3,19,10
3,20,3.13
3,21,8.33
3,22,4.55
3,23,2.08
3,24,6.25
3,25,5.56
3,26,7.14
3,27,2.78
3,28,4.17
3,29,8.33
3,30,5
3,31,7.14
3,32,6.25
3,33,2.38
3,34,2.5
3,35,2.17
3,36,10
3,37,2.94
3,38,4.17
3,39,2.94
3,40,2.94
3,41,2.27
3,42,2.5
3,43,3.33
3,44,2.94
3,45,3.57
3,46,2.38
3,47,3.13
3,48,2.08
3,49,2.27
3,50,2.63
3,51,3.57
3,52,3.33
3,53,2.5
3,54,2.78
3,55,3.13
3,56,3.57
3,57,4.55
3,58,10
3,59,2.17
3,60,2
3,61,2.27
3,62,8.33
3,63,2.27
3,64,4.17
3,65,4.55
3,66,3.57
3,67,3.13
3,68,2
3,69,2.08
3,70,8.33
3,71,2.38
3,72,3.33
3,73,3.33
3,74,8.33
3,75,2.94
3,76,7.14
3,77,2.5
3,78,2.08
3,79,3.85
3,80,6.25
3,81,2.08
3,82,2.5
3,83,5.56
3,84,3.33
3,85,3.85
3,86,2
3,87,6.25
3,88,2.94
3,89,7.14
3,90,3.33
3,91,6.25
3,92,5.56
3,93,7.14
3,94,3.57
3,95,2.63
3,96,2.38
3,97,5
3,98,2.27
3,99,2.63
3,100,7.14
4,1,7.14
4,2,3.57
4,3,2.17
4,4,2.08
4,5,2.38
4,6,2
4,7,2.63
4,8,2
4,9,3.85
4,10,4.17
4,11,2.17
4,12,5.56
4,13,2.63
4,14,7.14
4,15,2.63
4,16,2.38
4,17,2.17
4,18,3.57
4,19,2.27
4,20,5.56
4,21,2.78
4,22,6.25
4,23,4.17
4,24,2.5
4,25,3.57
4,26,4.17
4,27,3.85
4,28,2.17
4,29,2.94
4,30,2.63
4,31,10
4,32,4.55
4,33,2.38
4,34,2.38
4,35,2.17
4,36,6.25
4,37,4.17
4,38,7.14
4,39,5.56
4,40,3.85
4,41,7.14
4,42,5.56
4,43,5
4,44,3.13
4,45,2.78
4,46,10
4,47,2.38
4,48,2.08
4,49,3.57
4,50,7.14
4,51,2.63
4,52,4.55
4,53,4.55
4,54,2.27
4,55,3.13
4,56,4.55
4,57,3.13
4,58,2.63
4,59,2.78
4,60,2.17
4,61,2.38
4,62,2.17
4,63,4.55
4,64,6.25
4,65,3.57
4,66,3.57
4,67,3.57
4,68,2.08
4,69,10
4,70,3.85
4,71,5
4,72,2
4,73,2.38
4,74,2.17
4,75,2.78
4,76,3.85
4,77,7.14
4,78,3.57
4,79,2.63
4,80,6.25
4,81,3.57
4,82,2.17
4,83,8.33
4,84,2
4,85,5.56
4,86,6.25
4,87,2.27
4,88,2.38
4,89,3.13
4,90,7.14
4,91,2.63
4,92,10
4,93,3.85
4,94,4.55
4,95,2.63
4,96,7.14
4,97,2.08
4,98,2.63
4,99,2.94
4,100,4.17
5,1,6.25
5,2,2.08
5,3,2.38
5,4,6.25
5,5,2.08
5,6,2.5
5,7,3.13
5,8,2.5
5,9,10
5,10,3.33
5,11,5
5,12,3.85
5,13,2.27
5,14,2
5,15,2.38
5,16,3.13
5,17,2.17
5,18,4.17
5,19,2.38
5,20,8.33
5,21,3.33
5,22,2.17
5,23,7.14
5,24,2.5
