plant,market,cost
1,1,10
1,2,4.17
1,3,5
1,4,2.78
1,5,2.63
1,6,3.33
1,7,2.94
1,8,2.78
1,9,2.17
1,10,5
1,11,3.33
1,12,3.33
1,13,5
1,14,4.55
1,15,6.25
1,16,2.38
1,17,5.56
1,18,2.27
1,19,3.85
1,20,10
1,21,2.08
1,22,3.85
1,23,3.33
1,24,3.85
1,25,4.17
1,26,2.38
1,27,3.13
1,28,3.13
1,29,3.85
1,30,5.56
1,31,2.94
1,32,4.17
1,33,3.85
1,34,5.56
1,35,8.33
1,36,5.56
1,37,4.17
1,38,2.17
1,39,4.17
1,40,3.85
1,41,2.38
1,42,2.63
1,43,3.57
1,44,10
1,45,2.08
1,46,6.25
1,47,5
1,48,4.55
1,49,2.78
1,50,3.57
1,51,8.33
1,52,2.17
1,53,3.33
1,54,4.55
1,55,4.17
1,56,3.33
1,57,6.25
1,58,3.57
1,59,4.17
1,60,2.38
1,61,3.13
1,62,3.33
1,63,2.08
1,64,5
1,65,3.13
1,66,6.25
1,67,5
1,68,2.17
1,69,2.08
1,70,2.94
1,71,2.94
1,72,3.85
1,73,2.17
1,74,5
1,75,7.14
1,76,3.57
1,77,2.94
1,78,3.85
1,79,3.13
1,80,2.94
1,81,4.55
1,82,4.17
1,83,3.13
1,84,4.55
1,85,4.55
1,86,2.27
1,87,5
1,88,5.56
1,89,4.55
1,90,2.08
1,91,2
1,92,8.33
1,93,2.08
1,94,5
1,95,7.14
1,96,3.57
1,97,5.56
1,98,5.56
1,99,2.27
1,100,5
1,101,5.56
1,102,7.14
1,103,2.08
1,104,3.85
1,105,2
1,106,4.55
1,107,2.27
1,108,3.85
1,109,3.33
1,110,5.56
1,111,2
1,112,3.33
1,113,7.14
1,114,2.63
1,115,2.17
1,116,4.17
1,117,5
1,118,4.55
1,119,3.33
1,120,2
1,121,3.85
1,122,6.25
1,123,2.94
1,124,3.33
1,125,4.17
1,126,10
1,127,10
1,128,5.56
1,129,2.08
1,130,3.33
1,131,2.08
1,132,2.27
1,133,4.17
1,134,2.94
1,135,2.94
1,136,2.27
1,137,5.56
1,138,2.94
1,139,2.27
1,140,2
1,141,3.33
1,142,4.17
1,143,4.55
1,144,5.56
1,145,3.57
1,146,6.25
1,147,4.17
1,148,3.57
1,149,2.38
1,150,5.56
1,151,2.63
1,152,3.57
1,153,2.5
1,154,10
1,155,5.56
1,156,2.94
1,157,4.17
1,158,3.13
1,159,2.94
1,160,2.17
1,161,4.55
1,162,5.56
1,163,3.57
1,164,3.33
1,165,7.14
1,166,6.25
1,167,2.38
1,168,8.33
1,169,10
1,170,6.25
1,171,8.33
1,172,3.85
1,173,5.56
1,174,4.55
1,175,2.5
1,176,4.55
1,177,2.5
1,178,2.08
1,179,4.17
1,180,2.94
1,181,3.13
1,182,6.25
1,183,2.63
1,184,3.33
1,185,2.38
1,186,5
1,187,8.33
1,188,10
1,189,3.57
1,190,3.13
1,191,2.78
1,192,10
1,193,3.85
1,194,2.5
1,195,3.13
1,196,2.27
1,197,7.14
1,198,2.08
1,199,8.33
1,200,2.17
1,201,2.94
1,202,7.14
1,203,2.78
1,204,5
1,205,2.78
1,206,3.33
1,207,2.94
1,208,2
1,209,2.5
1,210,2.38
1,211,3.85
1,212,2.63
1,213,2.94
1,214,3.33
1,215,2.17
1,216,2.94
1,217,7.14
1,218,2.38
1,219,7.14
1,220,2.78
1,221,7.14
1,222,3.33
1,223,8.33
1,224,2.63
1,225,10
1,226,2.08
1,227,2.94
1,228,3.85
1,229,2.63
1,230,4.55
1,231,2.63
1,232,10
1,233,10
1,234,3.13
1,235,3.85
1,236,2.38
1,237,2.94
1,238,5.56
1,239,2.63
1,240,4.17
1,241,5.56
1,242,2.78
1,243,2.08
1,244,3.85
1,245,2.38
1,246,3.13
1,247,3.13
1,248,3.57
1,249,2.38
1,250,4.17
1,251,2.17
1,252,4.17
1,253,2.38
1,254,2.5
1,255,2.78
1,256,2.94
1,257,2
1,258,5.56
1,259,4.55
1,260,3.85
1,261,6.25
1,262,2.5
1,263,2
1,264,2.5
1,265,2.38
1,266,5
1,267,5
1,268,5
1,269,2.94
1,270,2
1,271,3.33
1,272,2.63
1,273,8.33
1,274,2.78
1,275,3.57
1,276,2.94
1,277,2.38
1,278,2.94
1,279,10
1,280,3.33
1,281,3.57
1,282,5
1,283,3.85
1,284,4.55
1,285,4.17
1,286,5.56
1,287,4.17
1,288,3.85
1,289,2.94
1,290,4.17
1,291,2.17
1,292,2.94
1,293,2.94
1,294,2.5
1,295,10
1,296,2
1,297,2.63
1,298,3.57
1,299,3.13
1,300,3.13
1,301,2.63
1,302,2.63
1,303,2.94
1,304,2.94
1,305,7.14
1,306,7.14
1,307,5
1,308,2.5
1,309,5.56
1,310,2.17
1,311,2.94
1,312,6.25
1,313,2.63
1,314,5
1,315,4.17
1,316,2
1,317,2.5
1,318,3.13
1,319,2.17
1,320,2.38
1,321,2.94
1,322,2.08
1,323,5.56
1,324,3.57
1,325,3.57
1,326,3.33
1,327,10
1,328,2.17
1,329,10
1,330,3.57
1,331,7.14
1,332,3.85
1,333,2
1,334,2.5
1,335,3.13
1,336,3.13
1,337,2.38
1,338,6.25
1,339,5
1,340,2.27
1,341,5.56
1,342,2.08
1,343,10
1,344,3.33
1,345,3.85
1,346,5
1,347,4.55
1,348,3.85
1,349,5.56
1,350,2.27
1,351,8.33
1,352,5.56
1,353,4.55
1,354,2.63
1,355,2.5
1,356,8.33
1,357,3.13
1,358,2.08
1,359,3.57
1,360,3.13
1,361,2.17
1,362,3.13
1,363,2.08
1,364,3.33
1,365,4.55
1,366,3.33
1,367,6.25
1,368,3.57
1,369,2
1,370,2.63
1,371,3.13
1,372,5.56
1,373,2.38
1,374,4.55
1,375,3.85
1,376,2.17
1,377,2
1,378,2.5
1,379,4.55
1,380,3.57
1,381,2
1,382,2.94
1,383,2.17
1,384,2.5
1,385,2
1,386,3.33
1,387,3.13
1,388,5
1,389,2
1,390,2.17
1,391,2.94
1,392,2.94
1,393,4.17
1,394,7.14
1,395,2.78
1,396,2.94
1,397,7.14
1,398,5
1,399,3.13
1,400,4.55
1,401,3.57
1,402,3.13
1,403,2.27
1,404,3.13
1,405,7.14
1,406,8.33
1,407,2.94
1,408,2.5
1,409,7.14
1,410,3.85
1,411,5
1,412,7.14
1,413,3.57
1,414,10
1,415,3.57
1,416,10
1,417,2.17
1,418,3.33
1,419,2.17
1,420,4.55
1,421,5.56
1,422,4.17
1,423,5.56
1,424,2.27
1,425,4.55
1,426,2.27
1,427,2.94
1,428,2
1,429,2.5
1,430,2.78
1,431,2.17
1,432,3.57
1,433,4.17
1,434,2.78
1,435,2.08
1,436,2.17
1,437,4.55
1,438,2.38
1,439,3.13
1,440,7.14
1,441,2.27
1,442,2.08
1,443,3.57
1,444,4.55
1,445,10
1,446,4.55
1,447,10
1,448,2.08
1,449,5.56
1,450,4.55
1,451,2.17
1,452,4.17
1,453,2.17
1,454,3.85
1,455,2.17
1,456,4.17
1,457,2
1,458,4.17
1,459,2.5
1,460,4.17
1,461,2.38
1,462,2.38
1,463,4.55
1,464,7.14
1,465,5.56
1,466,2
1,467,3.33
1,468,2.63
1,469,5.56
1,470,2.94
1,471,2
1,472,2.78
1,473,2.27
1,474,6.25
1,475,2.5
1,476,7.14
1,477,3.85
1,478,3.57
1,479,3.33
1,480,2.38
1,481,3.85
1,482,8.33
1,483,3.57
1,484,2.38
1,485,2.08
1,486,10
1,487,2.63
1,488,2.08
1,489,3.57
