plant,market,cost
1,1,5.56
1,2,2.78
1,3,3.85
1,4,7.14
1,5,4.17
1,6,2.38
1,7,5
1,8,2.63
1,9,7.14
1,10,2.27
1,11,10
1,12,3.13
1,13,2.27
1,14,10
1,15,5.56
1,16,4.55
1,17,5.56
1,18,3.85
1,19,3.57
1,20,7.14
1,21,2.94
1,22,2.08
1,23,6.25
1,24,3.85
1,25,2.17
1,26,2.5
1,27,2
1,28,7.14
1,29,4.55
1,30,10
1,31,3.13
1,32,2.27
1,33,2.17
1,34,4.17
1,35,2.78
1,36,8.33
1,37,3.57
1,38,5
1,39,5
1,40,2.08
1,41,3.13
1,42,3.33
1,43,3.13
1,44,3.13
1,45,2.27
1,46,4.55
1,47,2.38
1,48,2.5
1,49,3.13
1,50,2.5
1,51,2.08
1,52,2.38
1,53,3.85
1,54,2.5
1,55,7.14
1,56,6.25
1,57,2.94
1,58,2.94
1,59,2.63
1,60,3.57
1,61,5.56
1,62,5
1,63,2
1,64,2.08
1,65,3.13
1,66,2.08
1,67,3.33
1,68,3.33
1,69,2.5
1,70,3.33
1,71,2.27
1,72,2.17
1,73,5.56
1,74,4.55
1,75,2.5
1,76,5.56
1,77,3.33
1,78,4.55
1,79,5.56
1,80,2.5
1,81,5
1,82,2.27
1,83,2
1,84,2.94
1,85,2
1,86,5.56
1,87,10
1,88,5
1,89,4.55
1,90,3.13
1,91,7.14
1,92,2.63
1,93,2.17
1,94,2.38
1,95,2.78
1,96,2
1,97,3.13
1,98,5
1,99,3.33
1,100,2
2,1,2.17
2,2,4.17
2,3,2.38
2,4,2.63
2,5,3.57
2,6,2.08
2,7,2.27
2,8,2
2,9,2.94
2,10,3.13
2,11,2.38
2,12,3.85
2,13,2
2,14,2.17
2,15,3.57
2,16,3.33
2,17,2.94
2,18,7.14
2,19,2.5
2,20,3.85
2,21,3.33
2,22,2.63
2,23,2.27
2,24,2.5
2,25,2.63
2,26,7.14
2,27,2.08
2,28,3.13
2,29,10
2,30,2.08
2,31,4.55
2,32,5.56
2,33,3.13
2,34,10
2,35,2.78
2,36,3.85
2,37,3.33
2,38,2
2,39,4.55
2,40,2.38
2,41,3.33
2,42,2
2,43,10
2,44,7.14
2,45,6.25
2,46,2.5
2,47,2.17
2,48,5
2,49,2.38
2,50,4.17
2,51,2.17
2,52,3.33
2,53,3.33
2,54,3.85
2,55,3.85
2,56,3.85
2,57,2.08
2,58,3.57
2,59,6.25
2,60,10
2,61,6.25
2,62,2.94
2,63,5
2,64,3.85
2,65,2.38
2,66,2.08
2,67,2.38
2,68,2.38
2,69,2.38
2,70,2.78
2,71,2.27
2,72,4.17
2,73,7.14
2,74,3.85
2,75,5
2,76,5.56
2,77,4.55
2,78,6.25
2,79,6.25
2,80,2.38
2,81,2.27
2,82,8.33
2,83,2.5
2,84,2.94
2,85,3.57
2,86,3.85
2,87,5
2,88,10
2,89,2.5
2,90,2.5
2,91,10
2,92,3.13
2,93,3.33
2,94,8.33
2,95,3.13
2,96,4.55
2,97,3.13
2,98,3.57
2,99,2
2,100,2.78
3,1,2.5
3,2,5.56
3,3,5
3,4,3.85
3,5,5
3,6,2.78
3,7,4.55
3,8,2.38
3,9,2.38
3,10,4.55
3,11,2.63
3,12,8.33
3,13,6.25
3,14,4.55
3,15,4.17
3,16,2
3,17,8.33
3,18,4.17
3,19,7.14
3,20,5
3,21,2
3,22,3.57
3,23,7.14
3,24,4.55
3,25,7.14
3,26,3.57
3,27,4.55
3,28,5
3,29,8.33
3,30,2.78
3,31,5.56
3,32,2.17
3,33,2.63
3,34,2.78
3,35,4.55
3,36,2.63
3,37,2.17
3,38,2.17
3,39,2.17
3,40,5.56
3,41,2.08
3,42,3.33
3,43,5.56
3,44,3.85
3,45,2.27
3,46,2.63
3,47,2.63
3,48,6.25
3,49,4.17
3,50,6.25
3,51,5.56
3,52,2.78
3,53,4.17
3,54,7.14
3,55,2.08
3,56,5.56
3,57,3.85
3,58,2
3,59,2.27
3,60,2.27
3,61,2.27
3,62,2
3,63,2.38
3,64,5.56
3,65,4.55
3,66,2.5
3,67,3.33
3,68,2.5
3,69,7.14
3,70,4.17
3,71,6.25
3,72,7.14
3,73,2
3,74,2.78
3,75,2
3,76,2.38
3,77,4.55
3,78,6.25
3,79,3.57
3,80,10
3,81,2
3,82,7.14
3,83,4.17
3,84,2.94
3,85,8.33
3,86,2.08
3,87,2.17
3,88,2.63
3,89,4.55
3,90,2.94
3,91,3.13
3,92,7.14
